lots,modes,c0,opex,vpub,cash,kcash,t_rep,readiness,resilience,scale,territorial_archetypes,capability_groups,public_core_lots,BASE_ok,chk_exact_lot_count,chk_territorial_archetypes,chk_capability_groups,chk_public_core_lots,chk_c0_limit,chk_opex_limit,chk_vpub_floor,chk_kcash_floor,chk_t_rep_floor,STRESS_ok
FIRE+AGRI+ARCTIC+SSA,CBBC,1357.0,386.0,1132.0,461.75,1.196244,0.6525,3.925,3.375,4.45,3,4,0,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CBCA,1370.9,388.5,1167.2,431.5,1.110682,0.6525,3.925,3.375,4.45,3,4,1,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CBCB,1354.4,383.75,1106.0,463.5,1.207818,0.6525,3.925,3.375,4.45,3,4,0,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CBCC,1347.8,379.0,1038.0,465.75,1.228892,0.6525,3.925,3.375,4.45,3,4,0,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CCAA,1397.9,398.75,1299.8,403.25,1.011285,0.6525,3.925,3.375,4.45,3,4,2,False,True,True,True,True,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CCAB,1381.4,394.0,1238.6,435.25,1.104695,0.6525,3.925,3.375,4.45,3,4,1,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CCAC,1374.8,389.25,1170.6,437.5,1.123956,0.6525,3.925,3.375,4.45,3,4,1,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CCBA,1374.9,391.75,1215.2,447.0,1.141034,0.6525,3.925,3.375,4.45,3,4,1,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CCBB,1358.4,387.0,1154.0,479.0,1.237726,0.6525,3.925,3.375,4.45,3,4,0,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CCBC,1351.8,382.25,1086.0,481.25,1.258993,0.6525,3.925,3.375,4.45,3,4,0,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CCCA,1365.7,384.75,1121.2,451.0,1.17219,0.6525,3.925,3.375,4.45,3,4,1,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CCCB,1349.2,380.0,1060.0,483.0,1.271053,0.6525,3.925,3.375,4.45,3,4,0,False,True,True,True,False,False,False,True,True,True,False
FIRE+AGRI+ARCTIC+SSA,CCCC,1342.6,375.25,992.0,485.25,1.293138,0.6525,3.925,3.375,4.45,3,4,0,False,True,True,True,False,False,False,False,True,True,False
FIRE+AGRI+TRANS+ENV,AAAA,1165.5,320.25,1370.0,288.75,0.901639,0.73,4.525,4.05,4.675,4,2,4,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,AAAB,1151.5,316.5,1305.2,316.0,0.99842,0.73,4.525,4.05,4.675,4,2,3,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,AAAC,1145.9,312.75,1233.2,318.0,1.016787,0.73,4.525,4.05,4.675,4,2,3,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,AABA,1153.0,316.75,1330.4,322.5,1.018153,0.73,4.525,4.05,4.675,4,2,3,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,AABB,1139.0,313.0,1265.6,349.75,1.117412,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,AABC,1133.4,309.25,1193.6,351.75,1.137429,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,AACA,1148.0,313.25,1286.4,330.5,1.055068,0.73,4.525,4.05,4.675,4,2,3,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,AACB,1134.0,309.5,1221.6,357.75,1.155897,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,AACC,1128.4,305.75,1149.6,359.75,1.176615,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ABAA,1152.5,316.5,1328.6,336.75,1.063981,0.73,4.525,4.05,4.675,4,2,3,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ABAB,1138.5,312.75,1263.8,364.0,1.163869,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ABAC,1132.9,309.0,1191.8,366.0,1.184466,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ABBA,1140.0,313.0,1289.0,370.5,1.183706,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ABBB,1126.0,309.25,1224.2,397.75,1.286176,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,ABBC,1120.4,305.5,1152.2,399.75,1.308511,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,ABCA,1135.0,309.5,1245.0,378.5,1.22294,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ABCB,1121.0,305.75,1180.2,405.75,1.327065,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,ABCC,1115.4,302.0,1108.2,407.75,1.350166,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,ACAA,1147.3,312.75,1282.6,356.25,1.139089,0.73,4.525,4.05,4.675,4,2,3,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ACAB,1133.3,309.0,1217.8,383.5,1.2411,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ACAC,1127.7,305.25,1145.8,385.5,1.262899,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ACBA,1134.8,309.25,1243.0,390.0,1.261116,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ACBB,1120.8,305.5,1178.2,417.25,1.365794,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,ACBC,1115.2,301.75,1106.2,419.25,1.389395,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,ACCA,1129.8,305.75,1199.0,398.0,1.301717,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,ACCB,1115.8,302.0,1134.2,425.25,1.408113,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,ACCC,1110.2,298.25,1062.2,427.25,1.432523,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BAAA,1149.5,316.0,1269.2,289.5,0.916139,0.73,4.525,4.05,4.675,4,2,3,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,BAAB,1135.5,312.25,1204.4,316.75,1.014412,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,BAAC,1129.9,308.5,1132.4,318.75,1.033225,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,BABA,1137.0,312.5,1229.6,323.25,1.0344,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,BABB,1123.0,308.75,1164.8,350.5,1.135223,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BABC,1117.4,305.0,1092.8,352.5,1.155738,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BACA,1132.0,309.0,1185.6,331.25,1.072006,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,BACB,1118.0,305.25,1120.8,358.5,1.174447,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BACC,1112.4,301.5,1048.8,360.5,1.195688,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BBAA,1136.5,312.25,1227.8,337.5,1.080865,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,BBAB,1122.5,308.5,1163.0,364.75,1.182334,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BBAC,1116.9,304.75,1091.0,366.75,1.203445,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BBBA,1124.0,308.75,1188.2,371.25,1.202429,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BBBB,1110.0,305.0,1123.4,398.5,1.306557,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BBBC,1104.4,301.25,1051.4,400.5,1.329461,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BBCA,1119.0,305.25,1144.2,379.25,1.242424,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BBCB,1105.0,301.5,1079.4,406.5,1.348259,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BBCC,1099.4,297.75,1007.4,408.5,1.371956,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BCAA,1131.3,308.5,1181.8,357.0,1.157212,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,BCAB,1117.3,304.75,1117.0,384.25,1.26087,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BCAC,1111.7,301.0,1045.0,386.25,1.283223,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BCBA,1118.8,305.0,1142.2,390.75,1.281148,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BCBB,1104.8,301.25,1077.4,418.0,1.387552,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BCBC,1099.2,297.5,1005.4,420.0,1.411765,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BCCA,1113.8,301.5,1098.2,398.75,1.322554,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BCCB,1099.8,297.75,1033.4,426.0,1.43073,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,BCCC,1094.2,294.0,961.4,428.0,1.455782,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CAAA,1143.1,311.75,1157.2,272.0,0.872494,0.73,4.525,4.05,4.675,4,2,3,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,CAAB,1129.1,308.0,1092.4,299.25,0.971591,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,CAAC,1123.5,304.25,1020.4,301.25,0.99014,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,CABA,1130.6,308.25,1117.6,305.75,0.99189,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,CABB,1116.6,304.5,1052.8,333.0,1.093596,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,CABC,1111.0,300.75,980.8,335.0,1.113882,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CACA,1125.6,304.75,1073.6,313.75,1.029532,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,CACB,1111.6,301.0,1008.8,341.0,1.13289,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,CACC,1106.0,297.25,936.8,343.0,1.153911,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CBAA,1130.1,308.0,1115.8,320.0,1.038961,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,CBAB,1116.1,304.25,1051.0,347.25,1.141331,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,CBAC,1110.5,300.5,979.0,349.25,1.16223,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CBBA,1117.6,304.5,1076.2,353.75,1.161741,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,CBBB,1103.6,300.75,1011.4,381.0,1.266833,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,CBBC,1098.0,297.0,939.4,383.0,1.289562,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CBCA,1112.6,301.0,1032.2,361.75,1.201827,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,CBCB,1098.6,297.25,967.4,389.0,1.308663,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CBCC,1093.0,293.5,895.4,391.0,1.332198,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CCAA,1124.9,304.25,1069.8,339.5,1.115859,0.73,4.525,4.05,4.675,4,2,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+ENV,CCAB,1110.9,300.5,1005.0,366.75,1.220466,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,CCAC,1105.3,296.75,933.0,368.75,1.242628,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CCBA,1112.4,300.75,1030.2,373.25,1.241064,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+ENV,CCBB,1098.4,297.0,965.4,400.5,1.348485,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CCBC,1092.8,293.25,893.4,402.5,1.372549,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CCCA,1107.4,297.25,986.2,381.25,1.28259,0.73,4.525,4.05,4.675,4,2,1,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CCCB,1093.4,293.5,921.4,408.5,1.391823,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+ENV,CCCC,1087.8,289.75,849.4,410.5,1.416739,0.73,4.525,4.05,4.675,4,2,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+SSA,AAAA,1218.0,341.25,1350.0,302.5,0.886447,0.7075,4.325,3.775,4.725,3,3,4,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,AAAB,1201.5,336.5,1288.8,334.5,0.994056,0.7075,4.325,3.775,4.725,3,3,3,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,AAAC,1194.9,331.75,1220.8,336.75,1.015072,0.7075,4.325,3.775,4.725,3,3,3,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,AABA,1205.5,337.75,1310.4,336.25,0.995559,0.7075,4.325,3.775,4.725,3,3,3,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,AABB,1189.0,333.0,1249.2,368.25,1.105856,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,AABC,1182.4,328.25,1181.2,370.5,1.128713,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,AACA,1200.5,334.25,1266.4,344.25,1.029918,0.7075,4.325,3.775,4.725,3,3,3,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,AACB,1184.0,329.5,1205.2,376.25,1.141882,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,AACC,1177.4,324.75,1137.2,378.5,1.165512,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+SSA,ABAA,1205.0,337.5,1308.6,350.5,1.038519,0.7075,4.325,3.775,4.725,3,3,3,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ABAB,1188.5,332.75,1247.4,382.5,1.149512,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ABAC,1181.9,328.0,1179.4,384.75,1.173018,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ABBA,1192.5,334.0,1269.0,384.25,1.150449,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ABBB,1176.0,329.25,1207.8,416.25,1.264237,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ABBC,1169.4,324.5,1139.8,418.5,1.289676,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ABCA,1187.5,330.5,1225.0,392.25,1.186838,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ABCB,1171.0,325.75,1163.8,424.25,1.302379,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ABCC,1164.4,321.0,1095.8,426.5,1.32866,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ACAA,1199.8,333.75,1262.6,370.0,1.108614,0.7075,4.325,3.775,4.725,3,3,3,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ACAB,1183.3,329.0,1201.4,402.0,1.221884,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ACAC,1176.7,324.25,1133.4,404.25,1.246723,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+SSA,ACBA,1187.3,330.25,1223.0,403.75,1.222559,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ACBB,1170.8,325.5,1161.8,435.75,1.33871,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ACBC,1164.2,320.75,1093.8,438.0,1.365549,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ACCA,1182.3,326.75,1179.0,411.75,1.260138,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ACCB,1165.8,322.0,1117.8,443.75,1.378106,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,ACCC,1159.2,317.25,1049.8,446.0,1.405831,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BAAA,1202.0,337.0,1249.2,303.25,0.899852,0.7075,4.325,3.775,4.725,3,3,3,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BAAB,1185.5,332.25,1188.0,335.25,1.009029,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BAAC,1178.9,327.5,1120.0,337.5,1.030534,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+SSA,BABA,1189.5,333.5,1209.6,337.0,1.010495,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BABB,1173.0,328.75,1148.4,369.0,1.122433,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BABC,1166.4,324.0,1080.4,371.25,1.145833,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BACA,1184.5,330.0,1165.6,345.0,1.045455,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BACB,1168.0,325.25,1104.4,377.0,1.159108,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BACC,1161.4,320.5,1036.4,379.25,1.183307,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BBAA,1189.0,333.25,1207.8,351.25,1.054014,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BBAB,1172.5,328.5,1146.6,383.25,1.166667,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BBAC,1165.9,323.75,1078.6,385.5,1.190734,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BBBA,1176.5,329.75,1168.2,385.0,1.167551,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BBBB,1160.0,325.0,1107.0,417.0,1.283077,0.7075,4.325,3.775,4.725,3,3,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BBBC,1153.4,320.25,1039.0,419.25,1.309133,0.7075,4.325,3.775,4.725,3,3,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BBCA,1171.5,326.25,1124.2,393.0,1.204598,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BBCB,1155.0,321.5,1063.0,425.0,1.321928,0.7075,4.325,3.775,4.725,3,3,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BBCC,1148.4,316.75,995.0,427.25,1.348856,0.7075,4.325,3.775,4.725,3,3,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+SSA,BCAA,1183.8,329.5,1161.8,370.75,1.12519,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BCAB,1167.3,324.75,1100.6,402.75,1.240185,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BCAC,1160.7,320.0,1032.6,405.0,1.265625,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BCBA,1171.3,326.0,1122.2,404.5,1.240798,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BCBB,1154.8,321.25,1061.0,436.5,1.358755,0.7075,4.325,3.775,4.725,3,3,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BCBC,1148.2,316.5,993.0,438.75,1.386256,0.7075,4.325,3.775,4.725,3,3,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+SSA,BCCA,1166.3,322.5,1078.2,412.5,1.27907,0.7075,4.325,3.775,4.725,3,3,1,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BCCB,1149.8,317.75,1017.0,444.5,1.398899,0.7075,4.325,3.775,4.725,3,3,0,False,True,True,True,False,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,BCCC,1143.2,313.0,949.0,446.75,1.427316,0.7075,4.325,3.775,4.725,3,3,0,False,True,True,True,False,True,True,False,True,True,False
FIRE+AGRI+TRANS+SSA,CAAA,1195.6,332.75,1137.2,285.75,0.858753,0.7075,4.325,3.775,4.725,3,3,3,True,True,True,True,True,True,True,True,True,True,False
FIRE+AGRI+TRANS+SSA,CAAB,1179.1,328.0,1076.0,317.75,0.96875,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,True
FIRE+AGRI+TRANS+SSA,CAAC,1172.5,323.25,1008.0,320.0,0.989946,0.7075,4.325,3.775,4.725,3,3,2,True,True,True,True,True,True,True,True,True,True,True
